"Crumble sausage into a medium skillet. Cook over medium heat until evenly brown; drain. In a medium bowl, mix together mustard powder, salt, eggs and milk. Add the sausage, bread cubes, and cheese, and stir to coat evenly. Pour into a greased 9x13 inch baking dish. Cover, and chill in the refrigerator for 8 hours, or overnight. Preheat oven to 350 degrees F (175 degrees C). Cover, and bake 45 to 60 minutes. Uncover, and reduce temperature to 325 degrees F (165 degrees C). Bake for an additional 30 minutes, or until set.","ACTION OBJECT into a medium skillet. ACTION over medium heat until evenly brown; ACTION. In a medium bowl, ACTION ACTION OBJECT OBJECT, OBJECT, OBJECT and OBJECT. ACTION the OBJECT, OBJECT OBJECT, and OBJECT, and ACTION to coat evenly. ACTION into a greased 9x13 inch baking dish. ACTION, and ACTION in the refrigerator for 8 hours, or overnight. ACTION OBJECT to 350 degrees F (175 degrees C). ACTION, and ACTION 45 to 60 minutes. ACTION, and ACTION OBJECT to 325 degrees F (165 degrees C). ACTION for an additional 30 minutes, or until set."
"Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13 inch baking dish. In a large bowl, mix together mashed sweet potatoes, 1/2 cup butter, milk, sugar, vanilla extract, and eggs. Spread sweet potato mixture into the prepared baking dish. In a small bowl, mix together brown sugar and flour. Cut in 1/3 cup butter until mixture is crumbly, then stir in pecans. Sprinkle pecan mixture over the sweet potatoes. Bake for 25 minutes in the preheated oven, or until golden brown.","ACTION OBJECT to 350 degrees F (175 degrees C). ACTION a 9x13 inch OBJECT OBJECT. In a large bowl, ACTION ACTION OBJECT OBJECT OBJECT, 1/2 cup OBJECT, OBJECT, OBJECT, OBJECT OBJECT, and OBJECT. ACTION OBJECT OBJECT OBJECT into the prepared baking dish. In a small bowl, ACTION ACTION OBJECT OBJECT and OBJECT. ACTION ACTION 1/3 cup OBJECT until mixture is crumbly, then ACTION ACTION OBJECT. ACTION OBJECT OBJECT over the sweet potatoes. ACTION for 25 minutes in the preheated oven, or until golden brown."
"Preheat oven to 350 degrees F (175 degrees C). In a large bowl, combine the beef, egg, onion, milk and bread OR cracker crumbs. Season with salt and pepper to taste and place in a lightly greased 5x9 inch loaf pan, OR form into a loaf and place in a lightly greased 9x13 inch baking dish. In a separate small bowl, combine the brown sugar, mustard and ketchup. Mix well and pour over the meatloaf. Bake at 350 degrees F (175 degrees C) for 1 hour.","ACTION OBJECT to 350 degrees F (175 degrees C). In a large bowl, ACTION the OBJECT, OBJECT, OBJECT, OBJECT and OBJECT OR OBJECT OBJECT. ACTION with salt and pepper to taste and ACTION in a lightly greased 5x9 inch loaf pan, OR ACTION into a loaf and place in a lightly greased 9x13 inch baking dish. In a separate small bowl, ACTION the OBJECT OBJECT, OBJECT and OBJECT. ACTION well and ACTION over the meatloaf. ACTION at 350 degrees F (175 degrees C) for 1 hour."
"Preheat oven to 450 degrees F (230 degrees C). Rub hens with 1 tablespoon of the olive oil. Lightly season hens with salt and pepper. Place 1 lemon wedge and 1 sprig rosemary in cavity of each hen. Arrange in a large, heavy roasting pan, and arrange garlic cloves around hens. Roast in preheated oven for 25 minutes. Reduce oven temperature to 350 degrees F (175 degrees C). In a mixing bowl, whisk together wine, chicken broth, and remaining 2 tablespoons of oil; pour over hens. Continue roasting about 25 minutes longer, or until hens are golden brown and juices run clear. Baste with pan juices every 10 minutes. Transfer hens to a platter, pouring any cavity juices into the roasting pan. Tent hens with aluminum foil to keep warm. Transfer pan juices and garlic cloves to a medium saucepan and boil until liquids reduce to a sauce consistency, about 6 minutes. Cut hens in half lengthwise and arrange on plates. Spoon sauce and garlic around hens. Garnish with rosemary sprigs, and serve.","ACTION OBJECT to 450 degrees F (230 degrees C). ACTION OBJECT with 1 tablespoon of the olive oil. Lightly ACTION OBJECT with salt and pepper. ACTION 1 OBJECT OBJECT and 1 OBJECT OBJECT in cavity of each hen. ACTION in a large, heavy roasting pan, and ACTION OBJECT OBJECT around hens. ACTION in preheated oven for 25 minutes. ACTION OBJECT OBJECT to 350 degrees F (175 degrees C). In a mixing bowl, ACTION ACTION OBJECT, OBJECT OBJECT, and ACTION 2 tablespoons of OBJECT; ACTION over hens. Continue ACTION about 25 minutes longer, or until hens are golden brown and juices run clear. ACTION with pan juices every 10 minutes. ACTION OBJECT to a platter, ACTION any OBJECT OBJECT into the roasting pan. ACTION OBJECT with aluminum foil to keep warm. ACTION OBJECT OBJECT and OBJECT OBJECT to a medium saucepan and ACTION until liquids reduce to a sauce consistency, about 6 minutes. ACTION OBJECT in half lengthwise and ACTION on plates. ACTION OBJECT and OBJECT around hens. ACTION with rosemary sprigs, and ACTION."
"Preheat oven to 350 degrees F (175 degrees C). Grease a 9x5 inch loaf pan. In a large bowl, stir together the melted butter and sugar. Add the eggs and vanilla, mix well. Combine the flour, baking soda and salt, stir into the butter mixture until smooth. Finally, fold in the sour cream, walnuts and bananas. Spread evenly into the prepared pan. Bake at 350 degrees F (175 degrees C) for 60 minutes, or until a toothpick inserted into the center of the loaf comes out clean. Cool loaf in the pan for 10 minutes before removing to a wire rack to cool completely.","ACTION OBJECT to 350 degrees F (175 degrees C). ACTION a 9x5 inch OBJECT OBJECT. In a large bowl, ACTION ACTION the OBJECT OBJECT and OBJECT. ACTION the OBJECT and OBJECT, ACTION well. ACTION the OBJECT, OBJECT OBJECT and OBJECT, ACTION into the butter mixture until smooth. Finally, ACTION ACTION the OBJECT OBJECT, OBJECT and OBJECT. ACTION evenly into the prepared pan. ACTIONat 350 degrees F (175 degrees C) for 60 minutes, or until a toothpick inserted into the center of the loaf comes out clean. ACTION OBJECT in the pan for 10 minutes before removing to a wire rack to cool completely."
"Heat the olive oil in a skillet over medium-high heat. Brown tenderloins on all sides, about 10 minutes. Meanwhile, mix together teriyaki sauce, chicken broth, and brown sugar in a bowl. Stir in garlic, red chile pepper, onion, and black pepper. Put browned tenderloins into slow cooker, cover with the teriyaki sauce mixture. Cook on Low for about 4 hours, turning 2 to 3 times during the cooking time to ensure even doneness. Internal temperature in the tenderloin should reach 180 degrees F (82 degrees C). Remove tenderloins from the slow cooker and let rest for 5 minutes before slicing. If desired, spoon liquid over slices when serving.","ACTION the OBJECT OBJECT in a skillet over medium-high heat. ACTION OBJECT on all sides, about 10 minutes. Meanwhile, ACTION ACTION OBJECT OBJECT, OBJECT OBJECT, and OBJECT OBJECT in a bowl. ACTION ACTION OBJECT, OBJECT OBJECT OBJECT, OBJECT, and OBJECT OBJECT. ACTION OBJECT OBJECT into slow cooker, ACTION with the teriyaki sauce mixture. ACTION on Low for about 4 hours, ACTION 2 to 3 times during the cooking time to ensure even doneness. Internal temperature in the tenderloin should reach 180 degrees F (82 degrees C). ACTION OBJECT from the slow cooker and ACTION ACTION for 5 minutes before slicing. If desired, ACTION OBJECT over slices when serving."
"In a large pot or dutch oven, cook beef in oil over medium heat until brown. Dissolve bouillon in water and pour into pot. Stir in rosemary, parsley and pepper. Bring to a boil, then reduce heat, cover and simmer 1 hour. Stir potatoes, carrots, celery, and onion into the pot. Dissolve cornstarch in 2 teaspoons cold water and stir into stew. Cover and simmer 1 hour more.","In a large pot or dutch oven, ACTION OBJECT in oil over medium heat until brown. ACTION OBJECT in water and ACTION into pot. ACTION ACTION OBJECT, OBJECT and OBJECT. ACTION to a boil, then ACTION OBJECT, ACTION and ACTION 1 hour. ACTION OBJECT, OBJECT, OBJECT, and OBJECT into the pot. ACTION OBJECT in 2 teaspoons cold water and ACTION into stew. ACTION and ACTION 1 hour more."
"Mix flour, ginger, cinnamon, baking soda, nutmeg and salt in large bowl. Beat butter and brown sugar in large bowl with electric mixer on medium speed until light and fluffy. Add molasses, egg and vanilla; beat well. Gradually beat in flour mixture on low speed until well mixed. Press dough into a thick flat disk. Wrap in plastic wrap. Refrigerate 4 hours or overnight. Preheat oven to 350 degrees F. Roll out dough to 1/4-inch thickness on lightly floured work surface. Cut into gingerbread men shapes with 5-inch cookie cutter. Place 1 inch apart on ungreased baking sheets. Bake 8 to 10 minutes or until edges of cookies are set and just begin to brown. Cool on baking sheets 1 to 2 minutes. Remove to wire racks; cool completely. Decorate cooled cookies as desired. Store cookies in airtight container up to 5 days.","ACTION OBJECT, OBJECT, OBJECT, OBJECT OBJECT, OBJECT and OBJECT in large bowl. ACTION OBJECT and OBJECT OBJECT in large bowl with electric mixer on medium speed until light and fluffy. ACTION OBJECT, OBJECT and OBJECT; ACTION well. Gradually ACTION ACTION OBJECT OBJECT on low speed until well mixed. ACTION OBJECT into a thick flat disk. ACTION ACTION OBJECT OBJECT. ACTION 4 hours or overnight. ACTION OBJECT to 350 degrees F. ACTION ACTION OBJECT to 1/4-inch thickness on lightly floured work surface. ACTION into gingerbread men shapes with 5-inch cookie cutter. ACTION 1 inch apart on ungreased baking sheets. ACTION 8 to 10 minutes or until edges of cookies are set and just begin to brown. ACTION on baking sheets 1 to 2 minutes. ACTION to wire racks; ACTION completely. ACTION OBJECT OBJECT as desired. ACTION OBJECT in airtight container up to 5 days."
"Lightly grease a 9x9 inch pan and line with waxed paper, smoothing out wrinkles; set aside. Place the semisweet chocolate and 1 teaspoon of the canola oil in the top of a double boiler over just barely simmering water, stirring frequently and scraping down the sides with a rubber spatula to avoid scorching. When the chocolate is melted, stir in 1/4 teaspoon of the peppermint extract. Pour the melted chocolate into the prepared pan, and spread evenly over the bottom of the pan. Sprinkle half of the crushed peppermints over the chocolate layer. Refrigerate until completely hardened, about 1 hour. Place the white chocolate and the remaining 1 teaspoon canola oil in the top of a double boiler over just barely simmering water, stirring frequently and scraping down the sides with a rubber spatula to avoid scorching. When the chocolate is melted, stir in the remaining 1/4 teaspoon peppermint extract. Pour the white chocolate directly over the semisweet chocolate layer; spread evenly. Sprinkle the remaining crushed candy over the top and gently press in. Refrigerate until completely hardened. Remove from pan; break into small pieces to serve.","Lightly ACTION a 9x9 inch OBJECT and ACTION with waxed paper, ACTION ACTION OBJECT; ACTION ACTION. ACTION the OBJECT OBJECT and 1 teaspoon of the OBJECT OBJECT in the top of a double boiler over just barely simmering water, ACTION frequently and ACTION ACTION the OBJECT with a rubber spatula to avoid scorching. When the chocolate is melted, ACTION ACTION 1/4 teaspoon of the OBJECT OBJECT. ACTION the OBJECT OBJECT into the prepared pan, and ACTION evenly over the bottom of the pan. ACTION half of the OBJECT OBJECT over the chocolate layer. ACTION until completely hardened, about 1 hour. ACTION the OBJECT OBJECT and the remaining 1 teaspoon OBJECT OBJECT in the top of a double boiler over just barely simmering water, ACTION frequently and ACTION ACTION the OBJECT with a rubber spatula to avoid scorching. When the chocolate is melted, ACTION ACTION the remaining 1/4 teaspoon OBJECT OBJECT. ACTION the OBJECT OBJECT directly over the semisweet chocolate layer; ACTION evenly. ACTION the remaining OBJECT OBJECT over the top and gently press in. ACTION until completely hardened. ACTION from pan; ACTION into small pieces to serve."
"Line a baking sheet with waxed paper; set aside. In a medium bowl, mix peanut butter, butter, vanilla, and confectioners' sugar with hands to form a smooth stiff dough. Shape into balls using 2 teaspoons of dough for each ball. Place on prepared pan, and refrigerate. Melt shortening and chocolate together in a metal bowl over a pan of lightly simmering water. Stir occasionally until smooth, and remove from heat. Remove balls from refrigerator. Insert a wooden toothpick into a ball, and dip into melted chocolate. Return to wax paper, chocolate side down, and remove toothpick. Repeat with remaining balls. Refrigerate for 30 minutes to set.","ACTION a OBJECT OBJECT with waxed paper; ACTION ACTION. In a medium bowl, ACTION OBJECT OBJECT, OBJECT, OBJECT, and OBJECT OBJECT with hands to form a smooth stiff dough. ACTION into balls using 2 teaspoons of dough for each ball. ACTION on prepared pan, and ACTION. ACTION OBJECT and OBJECT ACTION in a metal bowl over a pan of lightly simmering water. ACTION occasionally until smooth, and ACTION from heat. ACTION OBJECT from refrigerator. ACTION a OBJECT OBJECT into a ball, and ACTION ACTION OBJECT OBJECT. ACTION to wax paper, chocolate side down, and ACTION OBJECT. ACTION with remaining balls. ACTION for 30 minutes to set."
"Preheat oven to 400 degrees F (200 degrees C). Toss butternut squash with olive oil and garlic in a large bowl. Season with salt and black pepper. Arrange coated squash on a baking sheet. Roast in the preheated oven until squash is tender and lightly browned, 25 to 30 minutes.","ACTION OBJECT to 400 degrees F (200 degrees C). ACTION OBJECT OBJECT with olive oil and garlic in a large bowl. ACTION with salt and black pepper. ACTION OBJECT OBJECT on a baking sheet. ACTION in the preheated oven until squash is tender and lightly browned, 25 to 30 minutes."
"In a medium bowl, combine the ground beef, egg, bread crumbs and onion. Mix thoroughly and shape into golf ball-sized balls. In a large skillet over medium heat, gently brown the meatballs and set aside. In a large saucepan, combine the brown sugar, flour, water, white vinegar and soy sauce. Mix thoroughly. Add meatballs and bring to a boil. Reduce heat and simmer, stirring often, for 30 minutes.","In a medium bowl, ACTION the OBJECT OBJECT, OBJECT, OBJECT OBJECT and OBJECT. ACTION thoroughly and ACTION into golf ball-sized balls. In a large skillet over medium heat, gently ACTION the OBJECT and ACTION ACTION . In a large saucepan, ACTION the OBJECT OBJECT, OBJECT, OBJECT, OBJECT OBJECT and OBJECT. ACTION thoroughly. ACTION OBJECT and ACTION to a boil. ACTION OBJECT and OBJECT, ACTION often, for 30 minutes."
